customer_id,age,gender,region,income_tier,education_level,marital_status,tenure_months,contract_type,preferred_channel,loyalty_tier,churn,purchase_frequency,avg_order_value,total_spend_6m,recency_days,product_categories_used,returns_ratio,email_open_rate,app_sessions_per_month,support_tickets_6m,campaign_response_rate,last_promotion_used,customer_satisfaction_score,payment_method
CUST015710,27,MALE,Central,Mid,Doctorate,Married,42,Monthly,App,Silver,0,1,23.7,25.26,128,1,,0.3446,34,0,0.97,Cashback,91.5,COD
CUST016824,49,male,SOUTH,Mid,Graduate,Single,38,Annual,App,Silver,1,1,630.19,678,120,1,0.3692,0.0712,24,1,0.2263,No Promotion,83,Credit Card
CUST012159,27,male,north,Low,High School,Widowed,64,Monthly,App,Silver,0,17,104.04,1766.63,5,4,0.3657,0.9743,60,0,0.3196,Discount,100,Credit Card
CUST018147,42,Female,Central,Mid,Graduate,Single,9,Annual,Phone,,0,7,33.29,238.38,172,3,0.2956,0.5918,35,6,0.4669,No Promotion,22.5,Wallet
CUST002035,70,Male,South ,Mid,Graduate,Married,33,Annual,Web,Bronze,0,14,13,187.49,1,3,0.5379,0,0,3,0.2733,No Promotion,24,Debit Card
CUST019377,38,Female,east,Mid,High School,Married,6,Annual,Web,Gold,0,7,22.85,170.53,145,4,0.0484,0.5893,43,0,0.6854,Free Shipping,59,Debit Card
CUST000288,,Male,north,High,,Married,45,Monthly,In-store,Gold,0,8,73.11,558.37,164,2,0.0903,0,14,5,0.5564,No Promotion,28.5,Debit Card
CUST018562,23,Male,north,,Post-Graduate,Single,52,Monthly,App,Gold,0,37,47.37,1616.69,140,8,0.2234,0.2806,20,16,0.8065,,100,Debit Card
CUST000320,45,Male,East,High,High School,Single,66,Monthly,App,,0,32,165.87,4974.99,17,8,0,0.4817,60,0,0.6128,No Promotion,7.5,COD
CUST000513,,Male,NORTH,Low,Graduate,Single,32,Annual,App,Bronze,0,14,37.7,573.89,22,4,0.0501,0.599,35,12,0.1461,Discount,29,Debit Card
CUST018139,19,Male,EAST,Low,Graduate,Divorced,32,Multi-year,Web,Bronze,0,14,157.89,2231.1,9,4,0.046,0,8,4,0.2939,Cashback,65,Credit Card
CUST003474,33,Non-binary,East,Mid,,Single,27,Monthly,App,Platinum,0,19,29.48,528.66,76,1,0.0505,,60,0,0.1753,Free Shipping,58,COD
CUST018927,34,MALE,South ,High,Doctorate,Married,13,Annual,Web,Bronze,0,9,68.61,652.81,132,6,0.209,0.92,,0,0.86,,55.5,Credit Card
CUST006164,37,female,Central,Mid,Graduate,Single,23,Multi-year,Web,Gold,0,8,18.09,147.24,25,2,0.4008,0.6323,0,5,0.5646,Discount,41,Credit Card
CUST004704,,Non-binary,central,Mid,High School,Single,24,Monthly,Web,Bronze,0,10,72.18,702.66,78,3,0.275,0.4541,53,0,0.5184,Discount,50.5,Debit Card
CUST007554,47,Male,South ,High,Graduate,Single,27,Multi-year,Web,Bronze,1,14,19.58,247.73,73,4,0.246,0,28,0,0.3284,Discount,44,Credit Card
CUST000940,39,M,South ,Low,High School,Single,25,Monthly,App,Silver,1,30,63.49,2012.47,180,6,0.0021,0.5231,46,2,0.8475,Free Shipping,27,Debit Card
CUST008947,32,Female,west,High,Graduate,Married,59,Monthly,In-store,Gold,0,2,19.74,41.2,1,2,0.2285,0.3154,57,2,0.894,Discount,86.5,Wallet
CUST013861,41,Female,West,Low,Graduate,Married,32,Monthly,App,Gold,0,7,34.95,233.02,20,3,,0.5808,25,12,0.6514,No Promotion,72,Wallet
CUST018463,54,Male,north ,Mid,Post-Graduate,Married,3,Multi-year,Phone,Silver,0,,20.12,297.21,90,5,0.0449,0,0,5,0.617,Free Shipping,59.5,Credit Card
CUST009137,30,Female,North,Low,Graduate,Married,48,multiyear,App,Gold,0,6,134.32,769.09,122,2,0.4578,0.0516,0,0,0,No Promotion,56,Credit Card
CUST015288,,Male,east,,Graduate,Single,32,Annual,In-store,Bronze,0,25,153.38,3965.17,85,8,0.3665,0,16,4,0.0464,Free Shipping,50.5,Credit Card
CUST017792,25,Male,SOUTH,Low,Post-Graduate,Single,3,multi-year,Web,Bronze,0,40,72.09,2764.87,68,5,0.3946,0.0621,2,0,0,No Promotion,82.5,Credit Card
CUST018753,56,Male,SOUTH,Mid,High School,Married,29,Annual,App,,1,6,318.68,1839.56,158,1,,0.2637,40,11,0.8915,No Promotion,61,Credit Card
CUST010108,26,Male,Central,Low,High School,Divorced,65,Multi year,Phone,Silver,0,3,23.24,68,156,2,0.1135,,60,10,0.6331,No Promotion,49,Credit Card
CUST007691,,FEMALE,EAST,Low,High School,Divorced,31,Monthly,App,Platinum,0,7,81.69,626.77,36,4,0.4309,0.6366,7,3,0.2793,Discount,63.5,COD
CUST009902,47,Male,central,Mid,,Married,8,Monthly,Web,Bronze,0,1,1028.97,1117.63,120,1,0.6078,0.98,26,0,0.2008,Cashback,,Credit Card
CUST004028,54,M,east,High,Graduate,Single,14,Multi-year,App,Bronze,1,13,579.53,7349.13,14,2,0.5104,0,0,17,0.0193,Discount,24.5,Debit Card
CUST016994,75,Male,south,Mid,,Married,14,Monthly,Web,Bronze,0,42,179.2,7481.24,46,8,0.3464,0.2398,27,6,0.2199,,49,Credit Card
CUST004254,26,FEMALE,east,Low,High School,Widowed,10,Annual,Web,Platinum,0,13,75.02,1018,178,4,0,0.3534,39,3,0,,100,Credit Card
CUST015172,64,Female,south,Low,Doctorate,Divorced,21,Annual,Web,Bronze,0,37,14.77,588.41,6,5,0.2638,0,31,28,0.3545,Cashback,14,Credit Card
CUST012689,49,Female,north ,High,Post-Graduate,Single,15,Annual,Web,Bronze,0,,79.12,3567.34,154,7,0.2539,0.2157,0,7,0.1358,Cashback,25,COD
CUST010589,31,Female,South,Mid,Post-Graduate,Divorced,24,Monthly,Web,Gold,0,24,183.71,4396.76,,8,0.408,0.7581,15,7,0.4669,Free Shipping,50.5,Debit Card
CUST019822,45,M,CENTRAL,Mid,Post-Graduate,Single,28,Monthly,Web,Bronze,0,,274.27,2239.14,162,5,0.4275,0.5023,43,7,0.652,Free Shipping,84.5,Credit Card
CUST005117,24,Male,east,Low,Graduate,Single,49,multiyear,Web,Silver,1,,214.91,9470.94,38,7,0.3714,0.2341,41,11,0.0407,Discount,39,Debit Card
CUST013867,45,Male,east,Mid,Post-Graduate,Married,25,Annual,App,Silver,0,1,16.53,17.07,182,1,0.2792,0.0746,40,0,0.5258,,45.5,Debit Card
CUST008052,54,Female,central,Mid,Post-Graduate,Divorced,3,Monthly,Web,Bronze,1,8,18.08,149.16,2,2,0.4717,,49,7,0.5229,Cashback,64.5,Credit Card
CUST014083,53,F,South ,High,Graduate,Single,41,Annual,In-store,Gold,0,2,941.87,1832.26,14,2,0.3294,0.5311,33,0,0.6372,,,Debit Card
CUST003198,39,Male,north,Mid,High School,Married,1,Monthly,Web,Bronze,0,,357.84,12293.34,30,2,0.0546,0.3854,18,0,0.5424,Free Shipping,50,Credit Card
CUST013668,49,female,NORTH,Mid,Graduate,Single,46,Monthly,Web,Silver,0,6,18.86,106.51,109,1,0.4502,0.98,60,1,0.97,Discount,71.5,Wallet
CUST004045,40,Non-binary,North,Low,Graduate,Divorced,26,Annual,Phone,Silver,0,26,91.43,2469.39,10,7,0.4229,0.6053,4,3,0.3137,,,Credit Card
CUST007518,67,Male,EAST,Mid,Graduate,Divorced,60,Monthly,Web,Silver,0,,22.07,993.69,21,8,0.3046,0.6675,40,24,0.191,Cashback,78,Debit Card
CUST019692,21,Female,North,Mid,High School,Married,17,Monthly,App,Silver,0,14,233.31,3168.06,183,1,0.4475,0.3565,14,8,0.6931,Discount,,Wallet
CUST011818,69,Male,south,Mid,Doctorate,Married,70,Annual,App,Gold,0,2,640.63,1170.59,74,1,0.0803,0.0021,19,1,0.5775,No Promotion,28,Credit Card
CUST004802,45,Female,CENTRAL,Mid,Graduate,Married,9,Monthly,Web,Bronze,0,1,16.22,17.24,57,1,0.4474,0.0235,9,0,0.0735,No Promotion,32.5,Debit Card
CUST017632,37,Female,east,,Graduate,Single,21,Annual,Phone,Silver,0,15,118.72,1672.11,1,8,0.2784,0.142,0,10,0.7011,No Promotion,36,Credit Card
CUST000672,29,Female,north,Mid,High School,Single,18,Monthly,Web,Silver,1,12,34.06,427.96,72,4,0,0.09,6,10,0.5622,No Promotion,58.5,Credit Card
CUST019071,,Male,central,Mid,High School,Widowed,61,Monthly,In-store,Bronze,1,38,136.2,5376.93,47,3,0.2009,0.584,25,4,0.2836,No Promotion,32.5,Credit Card
CUST014857,58,FEMALE,North,Mid,Graduate,Married,25,multi-year,App,,0,1,460.18,472.88,1,1,0.1486,0.9512,50,0,0.8725,,71,Wallet
CUST009499,32,male,north,Mid,Post-Graduate,Widowed,17,Monthly,App,Bronze,0,23,104.55,2350.29,66,1,0.5008,,32,0,0.5745,Cashback,79.5,Credit Card
CUST017217,50,Non-binary,Central,Low,,Single,36,Monthly,Web,Bronze,1,31,101.44,3389.55,142,4,0.0816,0.0855,0,27,0,Free Shipping,79,Debit Card
CUST001060,48,Female,EAST,Low,Graduate,Divorced,29,Multi year,Web,Silver,0,1,558.73,606.16,25,1,0.5995,0.4526,37,0,0.97,Discount,,Debit Card
CUST000132,20,Male,EAST,High,High School,Single,50,Monthly,Web,,0,1,203.73,221.56,36,1,,,31,0,0.97,Free Shipping,69,Debit Card
CUST006294,49,F,West,Low,,Married,38,Monthly,In-store,,0,3,281.66,871.67,1,3,0.0897,0,0,0,0.067,Discount,,Credit Card
CUST009422,27,Female,South,,High School,Married,42,Monthly,Web,,1,10,29.84,316.09,122,5,0.0479,,,0,0.5601,Discount,29,Debit Card
CUST013451,56,Male,east,,Post-Graduate,Single,21,Annual,Web,Bronze,0,32,47.08,1573.74,31,5,0.4917,0.5771,52,6,0.6201,Discount,57,Credit Card
CUST005728,35,M,WEST,Low,Graduate,Married,36,Monthly,Web,Platinum,0,12,92.12,1044.62,,6,,,41,14,0.8284,Discount,90.5,COD
CUST019910,46,Female,north ,High,Post-Graduate,Single,46,Annual,In-store,Bronze,0,29,81.28,2358.67,100,5,0.0978,,45,21,0.3095,Free Shipping,96,Wallet
CUST002987,63,male,south,Low,High School,Single,23,Monthly,App,Silver,0,3,207.96,580.44,132,2,0.4685,0.8907,45,0,0.2004,,73.5,Credit Card
CUST001044,64,Male,south,Mid,Post-Graduate,Single,38,Multi-year,In-store,Silver,0,1,28.48,28.7,96,1,,0.7115,6,0,0.2272,No Promotion,42.5,Credit Card
CUST014657,49,Male,North,Mid,Graduate,Single,22,Monthly,Phone,Bronze,0,,276.55,3946.21,46,3,0,0.98,29,10,0.6775,Discount,51.5,COD
CUST013937,55,Male,North,,Post-Graduate,Single,59,Annual,Web,Bronze,0,5,223.56,1224.9,1,5,0.3495,,46,0,0.8718,Cashback,82,Wallet
CUST002214,38,female,WEST,Low,Graduate,Married,57,Annual,In-store,Silver,1,19,271.39,4781.52,102,1,0.4991,0.1206,35,13,0.3301,No Promotion,42.5,Debit Card
CUST001704,18,Female,north,Mid,Post-Graduate,Married,51,Annual,Phone,Bronze,1,,76.87,1156.82,183,3,0,0.98,60,0,0.97,Cashback,,Credit Card
CUST017281,25,Female,NORTH,,Post-Graduate,Married,39,Annual,In-store,Silver,1,,112.65,144.09,161,2,0.1074,0.3062,19,5,0.5796,No Promotion,,Debit Card
CUST003429,32,Female,NORTH,Low,High School,Divorced,9,Annual,Web,Gold,0,13,64.79,904.17,114,7,,0.626,59,2,0.6185,,45,Credit Card
CUST000893,42,Male,South ,Mid,Graduate,Married,38,Monthly,App,,1,1,370.12,380.67,164,1,0.0571,0.8361,0,1,0.5701,No Promotion,38.5,COD
CUST002551,48,MALE,West,Low,High School,Divorced,20,Monthly,Web,Platinum,0,7,134.96,888.4,150,5,0.4272,0.3275,12,0,0.5418,Discount,56.5,Debit Card
CUST005744,,female,EAST,Mid,Doctorate,Single,12,Multi-year,Web,Silver,0,21,380.43,8759.67,76,4,0.1631,0.3592,0,23,0.4882,,47,Wallet
CUST008792,39,Female,WEST,Mid,High School,Married,12,multi-year,Web,Bronze,0,11,95.34,1149.7,76,4,0.1226,0.4585,14,4,0,Free Shipping,50.5,Debit Card
CUST003587,24,M,NORTH,Mid,Post-Graduate,Married,5,Annual,Phone,,1,16,23.54,412,126,6,0.1058,,2,9,0.4711,No Promotion,53,COD
CUST004186,46,Male,central,High,Graduate,Single,49,Multi-year,Phone,Bronze,0,10,16.98,173.66,111,3,0.4688,0.8224,40,0,0.1223,Discount,57.5,COD
CUST009418,35,Female,WEST,Mid,Doctorate,Divorced,71,Monthly,In-store,Silver,0,6,276.63,1769.98,128,3,0.3121,0.8338,23,0,0.7849,Discount,60,Debit Card
CUST001984,54,Female,WEST,Mid,Doctorate,Single,23,Monthly,App,Silver,1,4,1233.26,4514.75,18,3,0.4063,0.925,37,0,0.3635,Free Shipping,63,Credit Card
CUST000398,54,Male,west,High,,Married,9,Monthly,App,Bronze,1,5,316.71,1506.1,8,5,0.291,0.8938,29,2,0.8137,Cashback,41.5,Credit Card
CUST001458,75,female,CENTRAL,Low,Graduate,Married,57,Multi-year,In-store,Bronze,1,12,211.85,2334.77,81,3,,0.3009,38,12,0.1184,Cashback,26,Debit Card
CUST001345,41,Female,north ,Low,High School,Single,6,Multi year,App,,0,9,72.93,657.08,142,4,0.2753,0.0307,43,2,0.3554,,30.5,Wallet
CUST015801,26,Male,NORTH,High,High School,Single,20,Monthly,App,Silver,0,20,65.43,1430.18,21,2,0.2215,0.8418,60,28,0.9204,Cashback,46.5,Credit Card
CUST006669,40,F,north ,High,Post-Graduate,Single,33,Monthly,App,,0,3,30.9,95.47,89,3,0.1378,0.2641,15,1,0.7014,,45.5,Credit Card
CUST016649,30,male,north,Mid,Graduate,Divorced,2,Annual,Web,Silver,0,3,15.66,46.62,1,3,0.1234,0,57,5,0.97,Cashback,63.5,Wallet
CUST012333,54,Male,central,Mid,High School,Single,65,Monthly,Web,Bronze,0,16,13.16,222.89,52,6,0.0928,0.636,41,0,0.3512,Discount,65,Debit Card
CUST015266,45,Male,central,Mid,Graduate,Married,29,Annual,Web,Silver,0,5,136.63,690.03,183,1,,0.7913,49,4,0.6889,No Promotion,67.5,Debit Card
CUST019246,48,M,East,Low,Graduate,Married,10,Monthly,App,Bronze,0,4,141.28,560.34,183,1,0.1234,,60,1,0,No Promotion,47,COD
CUST009850,38,Male,north ,Low,Graduate,Married,15,Annual,Web,Silver,1,38,15.42,601.18,157,4,0.3684,0.4206,60,5,0.2764,No Promotion,65.5,Credit Card
CUST019185,41,Male,West,Mid,Graduate,Divorced,20,Monthly,Web,Gold,0,5,333.36,1670.72,24,5,0.3713,0.1032,21,7,0.8186,Free Shipping,64.5,Debit Card
CUST016342,42,male,SOUTH,Low,Graduate,Married,17,Multi-year,In-store,Silver,1,10,192.08,1975.19,96,5,0,0.1851,34,9,0.4268,Free Shipping,,Debit Card
CUST003817,39,M,EAST,Mid,Graduate,Single,13,Annual,Web,Bronze,1,8,60.27,511.33,128,7,0.0256,0.5356,19,5,0.4695,Discount,,Debit Card
CUST009435,47,Male,EAST,Mid,High School,Divorced,24,Annual,In-store,,1,26,33.87,873.96,121,6,0,0.1053,14,17,0.3834,No Promotion,21.5,Debit Card
CUST014200,48,Male,EAST,High,High School,Single,28,Annual,App,Bronze,0,12,37.23,439.17,88,5,0.3133,0,,2,0.0052,Cashback,,COD
CUST010026,,Male,north ,Mid,High School,Married,51,multi-year,Web,Bronze,0,19,22.38,430.25,54,5,0.2127,0.4843,60,5,0.4575,No Promotion,45,Wallet
CUST007211,31,female,central,Mid,Graduate,Single,16,Annual,Phone,Bronze,1,1,538.03,543.56,1,1,0.269,0,4,15,0.5699,,36,Wallet
CUST004670,40,Female,WEST,High,Graduate,Married,12,Monthly,Web,Bronze,0,11,1607.35,17408.51,8,1,0.0395,0.5364,,14,0.3666,Discount,0,Debit Card
CUST010113,52,Female,central,Mid,Graduate,Divorced,29,Multi-year,Phone,Bronze,0,42,34.23,1537.7,51,8,0.3016,,35,18,0.6411,Discount,90.5,COD
CUST013716,47,Female,East,High,High School,Married,48,multi-year,In-store,Platinum,0,13,26.14,347.8,108,7,0,0.98,0,7,0,Discount,58.5,Debit Card
CUST008811,20,Female,East,Mid,Graduate,Single,13,Multi-year,In-store,Bronze,0,10,388.84,3509.21,1,5,0.2058,0.1301,19,0,0.3266,No Promotion,,Wallet
CUST004622,48,M,central,Mid,Graduate,Married,7,Monthly,In-store,Bronze,1,1,15.43,16.05,183,1,0.296,0.5058,33,0,0.6364,No Promotion,54.5,COD
CUST011569,26,M,South ,Low,High School,Divorced,29,Multi-year,App,Bronze,0,,20.07,868.67,140,1,,0.706,9,2,0.7172,No Promotion,8.5,Credit Card
CUST008520,61,Male,NORTH,,Graduate,Married,17,Monthly,In-store,Silver,0,17,292.39,4623.05,136,2,0.408,0.6511,60,3,0.9054,No Promotion,53.5,Credit Card
CUST012840,52,MALE,CENTRAL,High,,Married,27,Monthly,Web,Gold,0,1,699.95,700.31,58,1,,0.2628,8,0,0.072,No Promotion,67.5,Credit Card
CUST016622,71,Female,south,Mid,High School,Single,25,Annual,In-store,,0,14,23.54,343.54,183,2,0,0.3363,27,3,0.5669,No Promotion,44,Credit Card
CUST007542,37,Male,central,High,High School,Married,28,Annual,Web,Bronze,0,14,138.56,1989.27,140,4,0.1215,0.3477,35,0,0.6344,Discount,35.5,Debit Card
CUST009115,60,Female,SOUTH,Low,,Married,75,Multi-year,Web,Bronze,0,5,280.95,1415.1,8,4,0.1565,0.4672,21,0,0.5317,Discount,30,Debit Card
CUST000341,41,M,NORTH,Mid,Post-Graduate,Married,24,Monthly,App,Gold,0,26,37.89,984.16,1,6,,0.0934,16,21,0.1303,Discount,73.5,Credit Card
CUST009001,60,female,central,,High School,Single,11,Multi year,Web,Bronze,0,1,17.43,18.79,183,1,0.2189,0.0959,18,8,0.2387,No Promotion,,Debit Card
CUST014523,18,female,CENTRAL,High,High School,Widowed,61,Annual,Web,Silver,1,42,74.14,3354.54,124,5,0.2005,0,39,19,0.5403,Discount,63,Credit Card
CUST018486,18,Male,west,Mid,Graduate,Divorced,32,Monthly,App,Silver,1,15,143.23,2334.3,157,2,0.4848,0.4526,15,9,0.229,Free Shipping,68.5,Debit Card
CUST008753,56,Female,North,High,Post-Graduate,Single,32,Annual,Phone,Gold,0,3,140.93,445.15,149,3,0.1593,0.98,60,0,0.97,No Promotion,100,Wallet
CUST004975,45,Female,south,Mid,High School,Single,15,multi-year,Phone,,0,6,340.37,1955.71,10,1,0.2023,0.0661,48,0,0.287,No Promotion,61.5,Wallet
CUST002872,21,Male,CENTRAL,Mid,Graduate,Married,48,multiyear,In-store,,0,9,56.91,554.57,97,8,0.5823,0.1359,33,0,0.4123,Discount,86,Credit Card
CUST001894,38,Male,South ,Mid,Post-Graduate,Married,9,Annual,In-store,Gold,0,40,178.07,7577.34,183,7,0.369,0.5212,,14,0.97,No Promotion,59.5,Debit Card
CUST018338,20,Male,west,Mid,High School,Married,41,Annual,In-store,Silver,1,1,11.11,11.59,44,1,,0,0,6,0.3915,,32.5,Debit Card
CUST019757,22,Male,north,Low,Graduate,Married,2,Monthly,In-store,Bronze,0,10,15.34,148.53,,4,0,,29,0,0.97,Cashback,60,Credit Card
CUST001383,25,Female,north ,Low,Post-Graduate,Married,15,Annual,In-store,Gold,1,4,89.39,345.24,98,3,0.0651,0,49,0,0.8042,Discount,33,Credit Card
CUST014082,33,Male,east,Low,Graduate,Married,50,Monthly,In-store,,0,6,11.45,71.86,138,3,0.3583,0,16,1,0.0987,Free Shipping,,COD
CUST018506,32,Female,South,High,Doctorate,Single,22,Monthly,App,Silver,0,,36.6,76.44,16,1,0,0.98,60,0,0,Discount,36.5,Wallet
CUST007566,64,Female,south,Mid,Post-Graduate,Single,5,Annual,Phone,Silver,1,10,223.16,2127.56,150,4,0.2772,0.2107,,11,0,Discount,31.5,Debit Card
CUST010029,46,Male,West,High,High School,Widowed,12,Monthly,Web,Bronze,0,12,29.92,339.7,66,2,0.4462,0.3513,0,1,0.8341,Discount,55.5,Debit Card
CUST002534,50,Female,north,,,Single,51,Annual,Web,Gold,0,18,55.07,982.84,132,8,0.1404,0.6502,60,9,0.5707,,30,Debit Card
CUST006040,41,Female,central,Mid,Post-Graduate,Married,62,Monthly,App,Gold,0,,47.94,759.82,107,1,,0.615,0,0,0.4996,No Promotion,44,Debit Card
CUST008297,37,Female,SOUTH,High,Post-Graduate,Single,27,Annual,Web,Bronze,1,25,153.91,3854.45,176,3,0,0.5646,0,19,0,Free Shipping,3,Credit Card
CUST019345,35,Male,Central,Low,Post-Graduate,Divorced,34,multiyear,In-store,Bronze,0,12,405.04,4628.18,183,3,,0.4429,60,0,0.4389,Cashback,92.5,Credit Card
CUST005310,42,Female,South,,Graduate,Married,10,Annual,Phone,Silver,0,,105.57,150.24,157,4,0.4462,0.1605,57,11,0.1844,Free Shipping,67.5,Debit Card
CUST001490,27,Female,north,Mid,High School,Divorced,34,Annual,Web,Bronze,0,24,12.5,329.97,183,6,0.31,0.6901,60,14,0.7765,No Promotion,85,Credit Card
CUST017780,18,Male,north ,Mid,Graduate,Single,14,Monthly,App,Gold,1,5,26.53,124.07,105,5,0.3462,0.0951,34,11,0.271,,7.5,Credit Card
CUST006920,57,male,WEST,Low,High School,Married,62,Monthly,Phone,Bronze,0,12,21.37,257.91,10,2,0,0.5305,,9,0.7127,Free Shipping,,Credit Card
CUST010483,35,Female,WEST,Low,Graduate,Married,31,Multi-year,In-store,Bronze,0,42,191.98,7862.62,1,6,0.3574,0.4756,60,31,0.1776,,46.5,Credit Card
CUST001983,36,FEMALE,South,Low,,Widowed,21,Annual,Phone,Silver,0,10,24.04,226.85,100,7,0.1889,0.2136,31,0,0.9106,Free Shipping,79.5,Credit Card
CUST011287,34,FEMALE,north ,Mid,Graduate,Widowed,20,Monthly,Web,Gold,0,42,80.38,3629.57,132,8,0.1901,0.7838,60,9,0.7844,No Promotion,40.5,Credit Card
CUST010224,41,F,SOUTH,Mid,Doctorate,Widowed,9,Monthly,Phone,,0,8,281.42,2457.48,168,5,,0.0829,15,0,0.1205,Free Shipping,26,Credit Card
CUST012670,48,Female,East,Mid,Graduate,Married,3,Monthly,Web,Gold,1,5,195.21,946.81,,2,0.0066,0.8291,20,8,0,Discount,33.5,COD
CUST016805,36,Male,north,Mid,Graduate,Single,27,Monthly,App,Silver,0,1,1134.65,1195.27,176,1,0.4691,0.2556,41,0,0.5403,Cashback,85.5,Debit Card
CUST013442,33,Female,Central,Low,Post-Graduate,Divorced,25,Monthly,In-store,Gold,0,5,44.65,205.02,183,1,0,0.2025,19,0,0.0123,Cashback,43,Credit Card
CUST005745,41,MALE,East,Mid,Graduate,Single,31,Monthly,App,Bronze,0,2,338.19,692.31,,2,0.2598,0.2067,48,0,0.4227,Discount,64,Debit Card
CUST011300,36,Male,north ,Mid,Post-Graduate,Married,41,Monthly,Phone,Bronze,1,14,105.86,1341.71,144,7,0.272,0.4559,40,18,0.0976,No Promotion,64.5,COD
CUST012178,47,Female,Central,Mid,Graduate,Married,41,Annual,In-store,Bronze,0,42,54.42,2283.9,156,8,0.2631,0.2704,47,5,0.5932,Cashback,91,Credit Card
CUST001135,40,female,North,Low,High School,Married,53,Annual,App,,0,6,504.57,2817.21,46,2,,0.1403,60,3,0.2889,Discount,65.5,Wallet
CUST008855,,Male,West,,High School,Widowed,46,Annual,Web,Bronze,1,16,33.1,547.86,183,5,0.1249,0.3355,,6,0,No Promotion,61,Debit Card
CUST016028,41,Female,WEST,,Graduate,Divorced,97,Monthly,Web,Bronze,0,5,235.58,1278.94,110,5,0.1962,0.2193,0,2,0.0905,,100,Debit Card
CUST000866,18,Male,WEST,Mid,High School,Single,76,Multi-year,App,,0,5,36.3,166.58,76,4,0.2295,,0,3,0.0004,No Promotion,51.5,Credit Card
CUST004388,46,Female,West,High,High School,Married,20,Annual,App,Bronze,0,12,57.18,724.27,106,2,0.1304,0.6121,60,10,0.7345,No Promotion,,COD
CUST008944,45,Female,North,Low,Graduate,Single,42,Monthly,App,Bronze,1,3,431.93,1381.45,183,3,,0.4494,36,8,0.333,Discount,36,Credit Card
CUST019524,45,Female,Central,,High School,Single,53,Monthly,App,Gold,0,11,388.25,3994.2,72,2,0.345,0.3701,60,12,0.97,Discount,40.5,Credit Card
CUST006343,34,Non-binary,WEST,Mid,Post-Graduate,Married,46,Monthly,App,Gold,1,4,160.9,698,118,1,,0.4288,12,14,0.4089,Discount,54.5,Credit Card
CUST013777,55,Female,North,Low,Post-Graduate,Married,13,Monthly,App,,0,12,94.1,1156.53,63,4,0.3291,0.4706,0,0,0.4684,Free Shipping,,Credit Card
CUST018361,55,Female,North,Low,Graduate,Divorced,56,Monthly,App,Silver,0,13,30.37,397.58,1,4,0.1527,0.5426,0,0,0.3816,No Promotion,,Credit Card
CUST017625,31,Male,CENTRAL,Mid,Post-Graduate,Single,44,Monthly,In-store,Gold,1,15,44.24,686.38,90,6,,0.8295,8,21,0.4115,Free Shipping,,Wallet
CUST018146,22,Female,east,Mid,High School,Single,28,multi-year,App,Bronze,0,6,28.98,166.51,183,4,0.4364,0,37,4,0.6344,Discount,48,Debit Card
CUST019671,40,Male,CENTRAL,Low,High School,Single,68,Annual,In-store,Silver,1,18,262.17,4271.16,105,2,0.3278,0.3939,4,16,0.5918,Discount,53,Wallet
CUST002734,70,Female,EAST,Mid,High School,Single,48,Annual,App,Bronze,0,42,28.45,1181.13,63,6,0.1395,,46,6,0,Cashback,53.5,Wallet
CUST019033,,Female,west,Mid,High School,Married,39,Monthly,Web,Silver,0,22,107.11,2471.09,94,1,0.2625,0.4891,36,8,0.2805,Cashback,69.5,COD
CUST000886,43,Male,Central,Low,Graduate,Married,51,Multi-year,Web,Bronze,0,4,98.17,425.56,132,2,0.598,0.6281,21,0,0.3544,Free Shipping,32.5,Wallet
CUST000471,36,FEMALE,North,Mid,Graduate,Single,29,Monthly,Web,Bronze,1,21,36.79,761.77,122,4,0.3158,0.6197,51,12,0.2631,No Promotion,78,Credit Card
CUST004524,41,male,central,Low,Graduate,Single,18,Annual,App,Bronze,0,9,115.94,994.14,126,3,0.1338,0.8765,20,0,0.6131,Discount,66.5,Credit Card
CUST014260,42,Female,South ,Mid,Graduate,Married,32,Annual,Web,,0,10,118.74,1099.84,84,7,0.1739,0.7352,56,4,0.3805,Free Shipping,72.5,Wallet
CUST015039,31,female,north ,Low,Graduate,Married,10,multiyear,App,Silver,0,3,186.77,609.11,156,1,0.1008,0,34,0,0.4032,Discount,92.5,Debit Card
CUST015912,51,M,EAST,High,Graduate,Married,11,Monthly,App,Bronze,0,42,75.03,2981.74,1,6,0.3225,0.6669,60,6,0.6658,No Promotion,,Debit Card
CUST009293,57,MALE,east,High,Doctorate,Married,16,Annual,App,Bronze,0,24,29.08,755.26,71,3,0.3263,0.0037,0,20,0.196,Cashback,49.5,Debit Card
CUST008050,39,Male,West,,High School,Married,9,Monthly,App,Bronze,0,6,844.46,4746.28,46,5,0,0.5972,60,0,0.97,Cashback,33,Credit Card
CUST012837,60,Male,Central,Mid,High School,Divorced,41,Annual,In-store,Gold,0,31,196.13,5494.12,135,8,0.189,0.7164,23,22,0.5927,No Promotion,40,Credit Card
CUST006275,51,female,SOUTH,Mid,,Married,14,Multi-year,App,Bronze,0,8,378.67,2862.28,,1,0.2027,0.98,23,6,0.2798,Free Shipping,34.5,Debit Card
